SUM([nb_comments]+[likes])/COUNT([image_url]);Number of Records;Created Time;Filter;Image URL;latitude;Number of likes;Link;Location;longitude;number of Comments;Tags;Text;Username
464;1;9/12/2017 12:56:38 a.m.;Normal;https://scontent.cdninstagram.com/vp/a1a519ae6df1a161095066c4bc0ab0e4/5B2C4C8E/t51.2885-15/s320x320/e35/25005224_542940426049260_8030129508122099712_n.jpg;0;462;https://www.instagram.com/p/BcdlAg4B378/;;0;2;;En poco tiempo podrás tener la fragancia Leonisa para darle un toque único a tus espacios... Espérala muy pronto en nuestras tiendas Leonisa.;leonisa
769;1;7/12/2017 5:31:04 p.m.;Normal;https://scontent.cdninstagram.com/vp/e18de65b99856cbe224820c6663c46cb/5AB36EDC/t51.2885-15/s320x320/e15/25008573_1754473261293707_7675838355954728960_n.jpg;0;755;https://www.instagram.com/p/BcaM8NxhjMg/;;0;14;comotúninguna,leonisa;"¡Regálate seducción!  Nada mejor para enamorar y enamorarte de ti. 
Nuevos bodys disponibles en nuestro catálogo, tiendas leonisa y tienda Online. #leonisa #ComoTúNinguna";leonisa
1198;1;7/12/2017 2:11:24 a.m.;Normal;https://scontent.cdninstagram.com/vp/129335cf6691d9490d0d81735cd9c429/5B47690D/t51.2885-15/s320x320/e35/25018164_396701520750578_8032025740478251008_n.jpg;0;1193;https://www.instagram.com/p/BcYj-SkBRFx/;;0;5;;"Sexy little details! Vístete de encaje con tus looks de fiesta en esta temporada. 
Conoce los nuevos bralettes que tenemos para ti.";leonisa
513;1;6/12/2017 6:37:28 p.m.;Normal;https://scontent.cdninstagram.com/vp/bece486892f02747eb0710b10d7b3990/5B39252C/t51.2885-15/s320x320/e35/25008907_388362184952725_11666475500699648_n.jpg;0;512;https://www.instagram.com/p/BcXwBlPhITE/;;0;1;leonisa;"SURPRISE!!! Un nuevo look siempre será el mejor regalo. 
#leonisa";leonisa
944;1;6/12/2017 2:37:50 a.m.;Normal;https://scontent.cdninstagram.com/vp/5a3e93ce06a9ad9450089561c36857ee/5B3E46C1/t51.2885-15/s320x320/e35/24331726_527282880977827_8232968993762181120_n.jpg;0;939;https://www.instagram.com/p/BcWCNEMBtD1/;;0;5;leonisa;Hay un regalo perfecto para todas, encuentra en nuestras tiendas algo único para hacer de tu navidad aún más especial. #leonisa;leonisa
241;1;5/12/2017 6:42:09 p.m.;Normal;https://scontent.cdninstagram.com/vp/8368af938c518114196076d1f829f35a/5AB34CF5/t51.2885-15/s320x320/e15/24332012_152588682031281_4619647341605945344_n.jpg;0;239;https://www.instagram.com/p/BcVLl72BvL6/;;0;2;leonisa;Esta Navidad pide, regala y elige un regalo tan único como tú. Te esperamos en nuestras tiendas y tienda online. #leonisa;leonisa
1215;1;4/12/2017 11:42:41 p.m.;Normal;https://scontent.cdninstagram.com/vp/bd51cd37b5b63742512e641dedf58e67/5B48991B/t51.2885-15/s320x320/e35/24178113_2013124598945467_385461495066001408_n.jpg;0;1208;https://www.instagram.com/p/BcTJXZUhexk/;;0;7;leonisa;¿Te gusta lo nuevo? Si quieres ver más, encuentra la colección completa en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa;leonisa
992;1;4/12/2017 1:05:04 a.m.;Normal;https://scontent.cdninstagram.com/vp/972d5415a78c82c78fb790a7d4bb12e7/5B36545A/t51.2885-15/s320x320/e35/24327321_318605501879906_7336567614954536960_n.jpg;0;984;https://www.instagram.com/p/BcQt_02hZet/;;0;8;;"¡Nueva colección!
Desliza para ver más >>> Encaje, color y nuevas siluetas que te van a encantar.";leonisa
844;1;3/12/2017 6:24:48 p.m.;Normal;https://scontent.cdninstagram.com/vp/93353b719281ebd1a10092000b153c70/5B406EB1/t51.2885-15/s320x320/e35/24332009_147206989258215_2718299082404659200_n.jpg;0;841;https://www.instagram.com/p/BcQAMQNhyNP/;;0;3;comotúninguna,leonisa;¡Como tú ninguna! Hoy y siempre recuérdalo. En esta Navidad rodéate de quienes saben lo única que eres. #leonisa #ComoTúNinguna;leonisa
305;1;3/12/2017 12:36:48 a.m.;Normal;https://scontent.cdninstagram.com/vp/f3c2f4a39f85f09f68e60bfcb0b1e0dc/5AB372B2/t51.2885-15/s320x320/e15/24254333_583913821960912_8480823941437325312_n.jpg;0;304;https://www.instagram.com/p/BcOFp0mhJfs/;;0;1;leonisa;"Porque te gusta... será para ti ✨ Queremos que esta sea una Navidad tan única como tú . 
Te esperamos en nuestras tiendas y tienda Online . #leonisa";leonisa
349;1;2/12/2017 8:17:01 p.m.;Normal;https://scontent.cdninstagram.com/vp/d5faba8d96a908fa338cdd7a0bbf646d/5B306D0A/t51.2885-15/s320x320/e35/24253987_1987376774883359_6921069283283828736_n.jpg;0;349;https://www.instagram.com/p/BcNoPPohxfM/;;0;0;comotúninguna,leonisa;Un regalo tan único espera por ti... Sonríe, comparte y vive la emoción de la Navidad. #leonisa #ComoTúNinguna;leonisa
1006;1;30/11/2017 6:02:34 p.m.;Normal;https://scontent.cdninstagram.com/vp/e053e9ba5b93927a495a7f3289960d31/5B286872/t51.2885-15/s320x320/e35/24274482_1572159706206691_2881708891366752256_n.jpg;0;1001;https://www.instagram.com/p/BcIPQ00hbC3/;;0;5;comotúninguna,leonisa;"Your wish list needs this! 
Desliza para ver más de la nueva colección >>> Guarda tu look favorito y ponlo en tu lista de deseos... esta Navidad será tuyo. #leonisa #ComoTúNinguna";leonisa
622;1;30/11/2017 2:12:05 a.m.;Normal;https://scontent.cdninstagram.com/vp/98381710b8711959f8c84d92334926a3/5B2D3426/t51.2885-15/s320x320/e35/24253918_440491539682498_6405931872169230336_n.jpg;0;618;https://www.instagram.com/p/BcGifOeBZQY/;;0;4;comotúninguna,leonisa;No lo dudes, lo mereces todo ❤️ #leonisa #ComoTúNinguna;leonisa
483;1;29/11/2017 6:37:40 p.m.;Normal;https://scontent.cdninstagram.com/vp/9fe69a27f486daf221d92303e5a31e55/5AB43B09/t51.2885-15/s320x320/e15/24175289_255202741674672_6544329363557449728_n.jpg;0;479;https://www.instagram.com/p/BcFuV2iBpNx/;;0;4;leonisa;Por qué esperar a recibir lo que te gusta... Regálate algo único, algo que te encante. #leonisa;leonisa
2071;1;29/11/2017 2:53:54 a.m.;Normal;https://scontent.cdninstagram.com/vp/87a8f0978409775b86e46c2e224d5da7/5B342359/t51.2885-15/s320x320/e35/24125145_161338607803084_8430604353429045248_n.jpg;0;2057;https://www.instagram.com/p/BcECelTB8Em/;;0;14;comotúninguna,leonisa;"There’s magic everywhere ✨ 
Nueva colección de fin de año, si te gusta esto, lo que viene te va a enamorar. #leonisa #ComoTúNinguna";leonisa
671;1;28/11/2017 11:22:52 p.m.;Normal;https://scontent.cdninstagram.com/vp/bf80950568017f82cc648dd785cf3790/5B431C1F/t51.2885-15/s320x320/e35/24177394_1529048693815778_2170835406663188480_n.jpg;0;665;https://www.instagram.com/p/BcDqVAahcUb/;;0;6;;"Tenemos todo listo para que vivas una navidad única como tú. Pronto empieza el mejor momento del año... Te esperamos. 
Antójate de lo nuevo en nuestro catálogo, tiendas Leonisa y en tienda Online.";leonisa
1395;1;28/11/2017 2:51:42 a.m.;Normal;https://scontent.cdninstagram.com/vp/1496394d74d991c96aea2071af594b32/5B45F9F0/t51.2885-15/s320x320/e35/24126507_130784087589307_4158404434252005376_n.jpg;0;1382;https://www.instagram.com/p/BcBdbkrhQPB/;;0;13;;Tu personalidad nos cautivó a todos, para ti toda la admiración @laurabarjum . Estamos orgullosos de apoyar el @reinadocolombia ✨;leonisa
4224;1;28/11/2017 12:46:25 a.m.;Normal;https://scontent.cdninstagram.com/vp/938e8790c7f7d9297728f133fc5b2216/5B2BF2A8/t51.2885-15/s320x320/e35/24177732_813865388796199_3649937738708287488_n.jpg;0;4202;https://www.instagram.com/p/BcBPGElhm-3/;;0;22;leonisa,comotúninguna;El encanto de tu sonrisa te hace única e irrepetible. Definitivamente eres nuestra reina. #leonisa #ComoTúNinguna;leonisa
3049;1;27/11/2017 10:09:06 p.m.;Normal;https://scontent.cdninstagram.com/vp/936a7273a1a879b8b675d915396d2ee2/5B49074F/t51.2885-15/s320x320/e35/24127211_917031301788955_2304149357579993088_n.jpg;0;3019;https://www.instagram.com/p/BcA9FwSBle5/;;0;30;;Un adelanto de lo que viene en nuestras próximas colecciones Swimwear, con la hermosa @laurabarjum virreina universal. ¿Les gusta?;leonisa
2179;1;27/11/2017 4:51:44 p.m.;Normal;https://scontent.cdninstagram.com/vp/b65d307c3e09905d1a1d8cf7db265002/5B4547ED/t51.2885-15/s320x320/e35/24175329_1655583927796641_6298401438859001856_n.jpg;0;2171;https://www.instagram.com/p/BcAYxWxBVw5/;;0;8;;Con orgullo podemos repetir una y mil veces @laurabarjum ¡Como tú ninguna!;leonisa
1875;1;27/11/2017 3:08:05 a.m.;Normal;https://scontent.cdninstagram.com/vp/111973efc96b71e913ba843b3e05dc7f/5AB3671C/t51.2885-15/s320x320/e15/24126819_1537566712999667_8349884884096909312_n.jpg;0;1826;https://www.instagram.com/p/Bb-6ZIZh-M0/;;0;49;comotúninguna,repost;"Le mostraste al mundo entero que tus pasiones te hacen única, y nos cautivaste con tus palabras. #ComoTúNinguna 
#repost @reinadocolombia";leonisa
1448;1;27/11/2017 3:06:33 a.m.;Normal;https://scontent.cdninstagram.com/vp/508753dfda8b71d0c34670229a2993e2/5B75ACED/t51.2885-15/s320x320/e35/24124917_114687225898539_8100482425345277952_n.jpg;0;1445;https://www.instagram.com/p/Bb-6Vfoh7VA/;;0;3;leonisa,missuniverse;Eres única y el universo entero lo supo. Para ti todos los aplausos, para ti toda la admiración. 👏🏻👏🏻👏🏻 #missuniverse #leonisa;leonisa
2281;1;27/11/2017 2:38:02 a.m.;Normal;https://scontent.cdninstagram.com/vp/8799aa8c222d3604e1df947cbaf3d75b/5B2D66AD/t51.2885-15/s320x320/e35/24126537_330686604078614_8793815658748968960_n.jpg;0;2268;https://www.instagram.com/p/Bb-3EquB5Ie/;;0;13;repost;"¡Qué orgullo! Todos te enviamos la mejor energía 
#Repost @reinadocolombia ・・・
Estamos en el Top 3 @laurabarjum @missuniverse";leonisa
880;1;27/11/2017 2:25:22 a.m.;Normal;https://scontent.cdninstagram.com/vp/2c81aa26457c76a583e06351c517bb22/5AB3682B/t51.2885-15/s320x320/e15/23970257_1976624299331606_8562834087096614912_n.jpg;0;872;https://www.instagram.com/p/Bb-1OjDBhD7/;;0;8;;¡Top 5! Como tú ninguna @laurabarjum tienes todo para ganar. Nos sentimos muy orgullosos de tu representación en Miss Universo. @reinadocolombia;leonisa
2989;1;27/11/2017 2:14:05 a.m.;Normal;https://scontent.cdninstagram.com/vp/49f9bd353e959c7851fd70b555dcd84b/5B2DBB1E/t51.2885-15/s320x320/e35/23969431_483638042051158_654753801336520704_n.jpg;0;2970;https://www.instagram.com/p/Bb-0VMlBhFu/;;0;19;comotúninguna;Estamos contigo @laurabarjum tienes todo para brillar, tu personalidad y belleza te hacen única. #ComoTúNinguna @reinadocolombia;leonisa
741;1;25/11/2017 12:50:14 a.m.;Normal;https://scontent.cdninstagram.com/vp/492855f749749899a267f131e4c24bdd/5B2E3A36/t51.2885-15/s320x320/e35/23824392_515901422106654_197598427243085824_n.jpg;0;738;https://www.instagram.com/p/Bb5hJWXBmGb/;;0;3;leonisa,comotúninguna;"¡Actitud de viernes! Que se note desde tu interior. 
Nuevos bralettes en tus colores favoritos en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #ComoTúNinguna";leonisa
647;1;24/11/2017 1:38:36 a.m.;Normal;https://scontent.cdninstagram.com/vp/2d4328153e52d8e940b559aab276d2f4/5B487BF4/t51.2885-15/s320x320/e35/23967339_1520082164749092_118670964295729152_n.jpg;0;645;https://www.instagram.com/p/Bb3B4wsBuKg/;;0;2;leonisa,comotúninguna;"Es hora de agregar algo a tu lista de deseos ⭐️ ¡Qué tal este look para tu clóset! 
Encuentra todo para regalar y regalarte en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #ComoTúNinguna";leonisa
739;1;23/11/2017 2:08:25 a.m.;Normal;https://scontent.cdninstagram.com/vp/967f94e2556ffcc13447273d4ea6ca2a/5B312953/t51.2885-15/s320x320/e35/23734412_2004831013096675_3379676590895005696_n.jpg;0;735;https://www.instagram.com/p/Bb0ggMvB1FS/;;0;4;;"¡Conoce tus nuevos panties favoritos! Siluetas y estampados que  querrás usar todo el tiempo. 
Descubre más en nuestro catálogo, tiendas Leonisa y tienda online.";leonisa
338;1;21/11/2017 6:05:55 p.m.;Normal;https://scontent.cdninstagram.com/vp/2927e0b4fc2c86297d0d723100b0b09c/5AB360E7/t51.2885-15/s320x320/e15/23824124_338821136582747_2581006119166017536_n.jpg;0;333;https://www.instagram.com/p/BbxEQuHBR6y/;;0;5;leonisa,comotúninguna;"Standout with your look! 
Inspírate con la nueva colección, disponible ya en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #ComoTúNinguna";leonisa
820;1;21/11/2017 12:37:28 a.m.;Normal;https://scontent.cdninstagram.com/vp/dc5e897e575e982ff7d0b69cacd3a089/5B34D0B7/t51.2885-15/s320x320/e35/23733878_358612601254495_8141738433786675200_n.jpg;0;813;https://www.instagram.com/p/BbvMgVKBME2/;;0;7;leonisa,comotúninguna;"It's time to have some red in your closet... Actitud a color.

Encuentra lo nuevo en nuestro catálogo, tiendas Leonisa y tienda online. #leonisa #ComoTúNinguna";leonisa
455;1;20/11/2017 1:30:40 a.m.;Normal;https://scontent.cdninstagram.com/vp/e7eaf95f2f6ab89a61abe62f9ced26fe/5AB36DEF/t51.2885-15/s320x320/e15/23733782_1696173370406780_3364111032413847552_n.jpg;0;449;https://www.instagram.com/p/Bbss_ShBs32/;;0;6;leonisa,comotúninguna;Every girl deserves roses!  Nuevos bralettes con detalles únicos, descubre la colección completa en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #ComoTúNinguna;leonisa
492;1;18/11/2017 1:10:20 a.m.;Normal;https://scontent.cdninstagram.com/vp/8fce38e63212d109f8ac948ca01c27ff/5B4B7A15/t51.2885-15/s320x320/e35/23595963_133182900734780_3923570878230560768_n.jpg;0;492;https://www.instagram.com/p/Bbnh4fIhVTM/;;0;0;leonisa,comotúninguna;"Colores y encaje para seducir... tú pones el encanto.

Nueva colección disponible en nuestro catálogo tiendas Leonisa y tienda Online. 
#leonisa #ComoTúNinguna";leonisa
349;1;17/11/2017 2:05:37 a.m.;Normal;https://scontent.cdninstagram.com/vp/9e02b3cf0a70d1d0b0c1349c01da48a0/5AB3778D/t51.2885-15/s320x320/e15/23507661_466952687031780_6962095141607702528_n.jpg;0;346;https://www.instagram.com/p/BblBWMEBEss/;;0;3;leonisa,comotúninguna;Get flirty, be confident, let go a little... BE YOURSELF. #leonisa #ComoTúNinguna;leonisa
1034;1;16/11/2017 2:26:47 a.m.;Normal;https://scontent.cdninstagram.com/vp/42ec2d6b07419b2733990776eec68bd7/5B2C4A1F/t51.2885-15/s320x320/e35/23507836_1699707763434035_8310550568577794048_n.jpg;0;1031;https://www.instagram.com/p/BbihCrthFyY/;;0;3;leonisa,comotúninguna;Tu forma de seducir es única, tú tienes un poder infinito para encantar... despiértalo. #leonisa #ComoTúNinguna;leonisa
744;1;15/11/2017 1:22:57 a.m.;Normal;https://scontent.cdninstagram.com/vp/5bc71c8d184fd1b9eed14fde53487e92/5B35E9A6/t51.2885-15/s320x320/e35/23507204_744234919095719_7463524825294700544_n.jpg;0;738;https://www.instagram.com/p/Bbf08SXhuTd/;;0;6;leonisa,comotúninguna;New bodysuits! Cuando tú y el encaje se unen para ser magia. #leonisa #ComoTúNinguna;leonisa
1542;1;14/11/2017 12:21:35 a.m.;Normal;https://scontent.cdninstagram.com/vp/88190dcaa86e175b5dcf4b81403f7a69/5B3E6E88/t51.2885-15/s320x320/e35/23422020_1704743506212048_5322061969824415744_n.jpg;0;1525;https://www.instagram.com/p/BbdJH6vBVGe/;;0;17;leonisa;ALL NEW! Encaje para encantar, despierta tu poder interior con todo lo nuevo que tenemos para ti . #leonisa;leonisa
313;1;13/11/2017 2:00:19 a.m.;Normal;https://scontent.cdninstagram.com/vp/9c56393804909d2d6269832c89f5168f/5B3B8094/t51.2885-15/s320x320/e35/23498371_1608079272569090_7650301764607934464_n.jpg;0;313;https://www.instagram.com/p/BbavoNBBuZk/;;0;0;comotúninguna,leonisa;¿Qué es seducción para ti? Prepárate para una colección que te encantará... #leonisa #ComoTúNinguna;leonisa
486;1;12/11/2017 5:45:20 p.m.;Normal;https://scontent.cdninstagram.com/vp/f593de1903d646870110e98fafe83f3a/5B33F299/t51.2885-15/s320x320/e35/23498061_1595613510485389_7265708166468337664_n.jpg;0;475;https://www.instagram.com/p/BbZ2-0eBfBx/;;0;11;leonisa;Exclusivo en nuestra tienda online... personaliza tu vestido de baño, para ti o tu grupo de amigas. Por tiempo limitado, no te quedes sin el tuyo. #leonisa;leonisa
454;1;11/11/2017 11:35:22 p.m.;Normal;https://scontent.cdninstagram.com/vp/40441bbb5636eb73a73762ed393ae3f3/5AB39D5D/t51.2885-15/s320x320/e15/23417174_1536149696452097_2105448201778626560_n.jpg;0;450;https://www.instagram.com/p/BbX6Pq9hCq3/;;0;4;leonisa;¡Se acercan las vacaciones! Expresa tu creatividad con un vestido de baño personalizado.  Diséñalo con tu frase favorita en nuestra tienda online. #leonisa;leonisa
761;1;10/11/2017 1:54:32 a.m.;Normal;https://scontent.cdninstagram.com/vp/eb4c36f5e0e7267464a9360873ae9ea5/5B4506D0/t51.2885-15/s320x320/e35/23421526_1390708134374292_3774408532351254528_n.jpg;0;752;https://www.instagram.com/p/BbTAlO8BAa8/;;0;9;leonisa;SUNNY VIBES! Swimwear edición limitada con nuevas siluetas que te encantarán. Exclusivo en nuestra tienda Online. #leonisa;leonisa
499;1;9/11/2017 1:43:55 a.m.;Normal;https://scontent.cdninstagram.com/vp/2cb3f0d6b8a8ce64a2233b4877f3f6a1/5B32E87C/t51.2885-15/s320x320/e35/23416925_2410824839143617_4221536218665451520_n.jpg;0;491;https://www.instagram.com/p/BbQakfuho-X/;;0;8;leonisa;¡Por poco tiempo!  No te quedes sin la edición limitada de vestidos de baño personalizados, son perfectos para tener con tus amigas.  #leonisa;leonisa
332;1;8/11/2017 1:00:01 a.m.;Normal;https://scontent.cdninstagram.com/vp/d8beae9eb37d2152078eb70c61b2ba6a/5B490EA2/t51.2885-15/s320x320/e35/23279996_495517604156494_3237600820795015168_n.jpg;0;332;https://www.instagram.com/p/BbNwwMxBf9C/;;0;0;backstage,leonisa;The perfect shot, needs a great team 📷 #backstage #leonisa;leonisa
903;1;7/11/2017 1:16:16 a.m.;Normal;https://scontent.cdninstagram.com/vp/5a57182d47120e17b39950f9023dc9ec/5B421AB1/t51.2885-15/s320x320/e35/23164365_1169220373210159_6962462438620921856_n.jpg;0;898;https://www.instagram.com/p/BbLN0U7B08o/;;0;5;leonisa;¿Bikini o entero? Tú decides cómo hacerlo, personaliza tu vestido de baño en nuestra tienda Online, con el color y frase que quieras. (Link en la bio) #leonisa;leonisa
757;1;6/11/2017 1:31:19 a.m.;Normal;https://scontent.cdninstagram.com/vp/d33f331172aa023873d605943c87a911/5B3FE249/t51.2885-15/s320x320/e35/23416824_127609914670802_6269652121780486144_n.jpg;0;747;https://www.instagram.com/p/BbIqvmghtG1/;;0;10;leonisa;Inspírate con nuestros vestidos de baño personalizados y crea el tuyo. Entra ahora a nuestra tienda online y diséñalo para ti y tus amigas. #leonisa;leonisa
506;1;5/11/2017 12:14:45 a.m.;Normal;https://scontent.cdninstagram.com/vp/90939ab03b46f5a6f4c0fc51b0814d4d/5AB36117/t51.2885-15/s320x320/e15/23161703_159364161329541_9115573945477627904_n.jpg;0;503;https://www.instagram.com/p/BbF9MCBhMZI/;;0;3;leonisa;"Less Naps More Tans! Disfruta el sol de otra manera, con vestidos justo como te gustan. 
Personaliza el tuyo en nuestra tienda Online. #leonisa";leonisa
400;1;4/11/2017 7:37:24 p.m.;Normal;https://scontent.cdninstagram.com/vp/3373ccdef7ec7a24195fbd404af615f1/5B41E20F/t51.2885-15/s320x320/e35/23164150_134162677243353_6699376892669067264_n.jpg;0;400;https://www.instagram.com/p/BbFdcktBHfo/;;0;0;leonisa;"B E A C H • L O V E R 🌊
Entra ahora a nuestra tienda Online y descubre cómo personalizar tu vestido de baño con el color y la frase que quieras. (Link en la bio) #leonisa";leonisa
304;1;4/11/2017 12:27:29 a.m.;Normal;https://scontent.cdninstagram.com/vp/7843a091f67fd049b9611275238a0072/5AB3197A/t51.2885-15/s320x320/e15/23100987_205891253286349_7830333165725024256_n.jpg;0;303;https://www.instagram.com/p/BbDZ2XlBUOe/;;0;1;leonisa;El vestido de baño perfecto para tus vacaciones, un viaje de amigas o una despedida de soltera... Personalízalo como quieras y cómpralo en nuestra tienda Online. #leonisa;leonisa
774;1;3/11/2017 5:24:29 p.m.;Normal;https://scontent.cdninstagram.com/vp/f43df794e4684bcdc93e59cee775e9e6/5AB3AB3F/t51.2885-15/s320x320/e15/23161658_489895284726170_7952497523275333632_n.jpg;0;762;https://www.instagram.com/p/BbCpcNAh2Y0/;;0;12;leonisa;¡Quieres un vestido de baño personalizado! Elige tu silueta y color favorito, escribe la frase que más te guste y listo... ingresa a nuestra tienda Online y pide el tuyo (link en la bio) #leonisa;leonisa
513;1;3/11/2017 2:17:59 a.m.;Normal;https://scontent.cdninstagram.com/vp/26455e37009e9df5e720967dc0e5ea06/5B294926/t51.2885-15/s320x320/e35/23101590_362936470820004_6718908097533837312_n.jpg;0;509;https://www.instagram.com/p/BbBBswshcxj/;;0;4;leonisa;NEW!!! Desde ahora puedes personalizar tu vestido de baño como quieras. Entra ahora a nuestra tienda Online, pídelo en el diseño que te guste y con tu frase favorita. #leonisa;leonisa
713;1;2/11/2017 5:25:17 p.m.;Normal;https://scontent.cdninstagram.com/vp/64eb8b84839504b1deeee0bd8ec4f473/5AB3121C/t51.2885-15/s320x320/e15/23099269_143544832938363_754199594367188992_n.jpg;0;700;https://www.instagram.com/p/BbAEvNYhmk0/;;0;13;comotúninguna,leonisa;Hay un strapless perfecto para ti, úsalo con vestidos o con un look de hombros descubiertos. No se mueven, no se caen, te encantarán. #leonisa #ComoTúNinguna;leonisa
420;1;2/11/2017 1:33:31 a.m.;Normal;https://scontent.cdninstagram.com/vp/91acbadd92ed5bdc6512e7192e7cad4a/5B3E74C5/t51.2885-15/s320x320/e35/23098585_1122901317843713_3082912393899016192_n.jpg;0;415;https://www.instagram.com/p/Ba-X0SIBB_Y/;;0;5;comotúninguna,leonisa;Tip de tu Personal Shopper: atrévete a lucir tus hombros con un nuevo bra strapless y despreocúpate, nuestros bras no se caen. #leonisa # #ComoTúNinguna;leonisa
513;1;1/11/2017 6:16:18 p.m.;Normal;https://scontent.cdninstagram.com/vp/97c20ef79c9d166d8ba7dd95af37fd9c/5AB3A943/t51.2885-15/s320x320/e15/23098576_468971236829541_6046535047563968512_n.jpg;0;504;https://www.instagram.com/p/Ba9lx7sBsKg/;;0;9;comotúninguna,leonisa;¿Eres clásica o adoras la comodidad? Tu Personal Shopper Leonisa te recomienda un bra copa completa con mayor cubrimiento, para verte perfecta cada día. #leonisa #ComoTúNinguna;leonisa
809;1;31/10/2017 7:28:48 p.m.;Normal;https://scontent.cdninstagram.com/vp/544f96e65c53984cef0b47da77e430ff/5B2C6EBD/t51.2885-15/s320x320/e35/23100976_214465835759897_1057581953714225152_n.jpg;0;801;https://www.instagram.com/p/Ba7JSKkBwY_/;;0;8;comotúninguna,leonisa;Clásica o deportiva, no importa tu estilo, tú tienes tu forma de verte única . #leonisa #ComoTúNinguna;leonisa
975;1;31/10/2017 1:36:56 a.m.;Normal;https://scontent.cdninstagram.com/vp/afa8b772370a36972e9948e54edb60b6/5B3B6D84/t51.2885-15/s320x320/e35/22857751_1516775885044873_1252407537186111488_n.jpg;0;971;https://www.instagram.com/p/Ba5OngiBZ93/;;0;4;comotúninguna,leonisa;Demuéstrale al mundo tu amor por ti y rodéate de personas que te recuerden lo única que eres. #leonisa #ComoTúNinguna;leonisa
996;1;30/10/2017 2:00:37 a.m.;Normal;https://scontent.cdninstagram.com/vp/2469cfa626728d43a94511664e89c254/5B48ADC8/t51.2885-15/s320x320/e35/22857546_508699882827645_4366216074681647104_n.jpg;0;992;https://www.instagram.com/p/Ba2siDxBRyP/;;0;4;comotúninguna,leonisa;Beauty comes in a million of shapes and styles, always embrace your beauty.  #leonisa #ComoTúNinguna;leonisa
558;1;29/10/2017 6:45:11 p.m.;Normal;https://scontent.cdninstagram.com/vp/d6c50847a8b5b3a6494df5522d9ed50d/5B3145F9/t51.2885-15/s320x320/e35/23098494_183924585502188_4125171390359797760_n.jpg;0;555;https://www.instagram.com/p/Ba16s2lhJGO/;;0;3;comotúninguna,leonisa;"Descubre la nueva colección deportiva y actívate un look perfecto para ti. 
Encuentra la colección completa en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #ComoTúNinguna";leonisa
461;1;28/10/2017 7:55:58 p.m.;Normal;https://scontent.cdninstagram.com/vp/3e9683044b213ada8aafc1cad37a2142/5B3BB1EF/t51.2885-15/s320x320/e35/22794121_1477702578933461_6638557613137068032_n.jpg;0;458;https://www.instagram.com/p/BazeAe8hFy8/;;0;3;comotúninguna,leonisa;"¡Sé tu propia motivación! 
Ponte eso que te encanta y actívate. #leonisa #ComoTúNinguna";leonisa
418;1;26/10/2017 11:19:00 p.m.;Normal;https://scontent.cdninstagram.com/vp/e96c1a41dfcda74384c637d6aeed386d/5B3E12DA/t51.2885-15/s320x320/e35/22793939_280413562479059_6909212815609823232_n.jpg;0;414;https://www.instagram.com/p/BaurpvEBYpn/;;0;4;comotúninguna,leonisa;"Cool outfit = Hard workout! 
Encuentra la nueva colección deportiva en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa #ComoTúNinguna";leonisa
633;1;25/10/2017 11:45:39 p.m.;Normal;https://scontent.cdninstagram.com/vp/ef54eb572c5030f1323dd9143526d883/5B37B333/t51.2885-15/s320x320/e35/22709614_125686824771831_7471607558608781312_n.jpg;0;629;https://www.instagram.com/p/BasJ6CdhR2d/;;0;4;comotúninguna,leonisa;Matching prints! Nuevos bras, leggings y camisas deportivas que te encantarán. Etiqueta a esa amiga que adora combinar su outfit deportivo. #leonisa #ComoTúNinguna;leonisa
479;1;25/10/2017 4:35:44 p.m.;Normal;https://scontent.cdninstagram.com/vp/720560e85c5a2af67140d49fb1296066/5B3D3387/t51.2885-15/s320x320/e35/22710966_130971667560487_2080873502717509632_n.jpg;0;478;https://www.instagram.com/p/BarYtQKBHaY/;;0;1;comotúninguna,leonisa;Train like a girl 👊🏼 Sin límites, sin comparaciones, vive activa. Encuéntralo en nuestras tiendas Leonisa, catálogo y tienda Online. #leonisa #ComoTúNinguna;leonisa
680;1;25/10/2017 2:03:49 a.m.;Normal;https://scontent.cdninstagram.com/vp/0bef049f03ef8c374361de851fd7f4ae/5B3A5692/t51.2885-15/s320x320/e35/22794187_180787599150379_8353455642597392384_n.jpg;0;679;https://www.instagram.com/p/Bap07Lvh0TQ/;;0;1;comotúninguna,leonisa;Bailar, correr, hacer yoga o ir al gym... no importa lo que te guste, esta colección es perfecta para ti. Encuéntra todo lo nuevo en nuestro catálogo. tiendas Leonisa y tienda Online. #leonisa #ComoTúNinguna;leonisa
