SUM([nb_comments]+[likes])/COUNT([image_url]);Number of Records;Created Time;Filter;Image URL;latitude;Number of likes;Link;Location;longitude;number of Comments;Tags;Text;Username
1938;1;20/03/2018 12:17:49 a.m.;Normal;https://scontent.cdninstagram.com/vp/df109b82ea667ccc80b555658bcea7ed/5B2AD523/t51.2885-15/s320x320/e35/28765450_780831562116380_626681993874112512_n.jpg;0;1910;https://www.instagram.com/p/Bghk2jChbuc/;;0;28;leonisa;¡Nuevos enterizos! La nueva colección Swimwear Limited Edition ya está disponible en nuestras tiendas y tienda online... Son unidades limitadas. #leonisa;leonisa
2417;1;18/03/2018 1:41:53 a.m.;Normal;https://scontent.cdninstagram.com/vp/78dd9c04ef8e35c49c74ff03c036d625/5B48A850/t51.2885-15/s320x320/e35/29096305_344632402697791_5382651142188564480_n.jpg;0;2395;https://www.instagram.com/p/Bgck4iyheLm/;;0;22;leonisa;"¿Bikini o enterizo? Desliza para ver cuál es tu favorito. 
Nueva colección Limited Edition disponible por poco tiempo en nuestras tiendas y tienda online. #leonisa";leonisa
471;1;17/03/2018 1:35:14 a.m.;Normal;https://scontent.cdninstagram.com/vp/69befae3ce7fbeef07800ed46e564b18/5AB3A299/t51.2885-15/s320x320/e15/28436438_2016268915300659_5212108539304083456_n.jpg;0;465;https://www.instagram.com/p/BgZ-_WVhE62/;;0;6;leonisa;¿Cuál es tu próximo destino? Prepárate para las vacaciones, acércate a nuestras tiendas y encuentra el look Swimwear perfecto. #leonisa;leonisa
565;1;16/03/2018 1:34:38 a.m.;Normal;https://scontent.cdninstagram.com/vp/d9d860eff410c961330f27a92c1ace93/5AB3676D/t51.2885-15/s320x320/e15/28763037_1681149185255420_1325536390556942336_n.jpg;0;558;https://www.instagram.com/p/BgXaC3Phikd/;;0;7;;"New Limited Edition Collection! 
Una colección Swimwear espectacular que estará poco tiempo en nuestras tiendas y tienda online, descubre tus favoritos.";leonisa
1185;1;15/03/2018 1:30:44 a.m.;Normal;https://scontent.cdninstagram.com/vp/50857557133a70da5ef2555bfe11eb81/5B4AAED8/t51.2885-15/s320x320/e35/28751687_832690286917418_2136869740134531072_n.jpg;0;1164;https://www.instagram.com/p/BgU1OQZhnyc/;;0;21;leonisa;"Los enterizos son la última tendencia para el verano ¿Qué mejor que uno edición limitada? 
Enamórate de todos en nuestras tiendas Leo usa y tienda Online. #leonisa";leonisa
1190;1;14/03/2018 1:29:14 a.m.;Normal;https://scontent.cdninstagram.com/vp/8c1dea83847fc0809b984a48af6a5571/5B3421BB/t51.2885-15/s320x320/e35/28753042_2012919179031440_3314355137664778240_n.jpg;0;1182;https://www.instagram.com/p/BgSQQZthmFw/;;0;8;leonisa;"Exclusive Swimsuits ✨
Para los días de sol donde quieres verte increíble. 
Nueva colección Swimwear Limited Edition disponible en nuestras tiendas Leonisa y tienda Online. #leonisa";leonisa
1057;1;13/03/2018 1:30:42 a.m.;Normal;https://scontent.cdninstagram.com/vp/2e4eb179a7f221ec3432d1b99418a3e4/5B323A62/t51.2885-15/s320x320/e35/28766241_1784335605209411_6924776750593343488_n.jpg;0;1043;https://www.instagram.com/p/BgProPQhz56/;;0;14;leonisa;¡Llegó el momento de brillar!  La nueva colección Limited Edition te encantará. Descúbrela ahora en nuestras tiendas Leonisa y tienda Online. ¡Son unidades limitadas! #leonisa;leonisa
693;1;10/03/2018 11:59:59 p.m.;Normal;https://scontent.cdninstagram.com/vp/73780c2aca8ac0d139551b7720f95277/5B4464C2/t51.2885-15/s320x320/e35/28428564_180812232705828_8332280491755438080_n.jpg;0;625;https://www.instagram.com/p/BgKXqDihLGd/;;0;68;leonisa;Menciona a tu amiga que parece que tuviera una bola de cristal, porque siempre sabe lo que va a pasar. #leonisa;leonisa
188;1;9/03/2018 7:20:29 p.m.;Normal;https://scontent.cdninstagram.com/vp/76fb6d9c8d47af7ee224eb6e349f8abf/5AB33ECD/t51.2885-15/s320x320/e15/28433759_2089252871308603_5562128226236497920_n.jpg;0;185;https://www.instagram.com/p/BgHSrbtBluc/;;0;3;leonisa;Somos mujeres, una fiesta de sentimientos. Una maravillosa mezcla de sensaciones... Somos Mil Mujeres en Una. #leonisa;leonisa
1919;1;8/03/2018 5:15:44 p.m.;Normal;https://scontent.cdninstagram.com/vp/5a81763838ea8dfa6eec5b94f16757a9/5B2D76BF/t51.2885-15/s320x320/e35/28427116_542994909419863_8296543129742344192_n.jpg;0;1786;https://www.instagram.com/p/BgEfzeIh5oG/;;0;133;leonisa;"Menciona a tu amiga “mamá” que siempre se preocupa por ti. 
Celebremos hoy que somos mejores amigas, novias, madres, esposas, profesionales... somos mil mujeres en una. #leonisa";leonisa
384;1;8/03/2018 2:53:09 a.m.;Normal;https://scontent.cdninstagram.com/vp/678a3a4cde2c144dca17dff1bbdd6c77/5AB354E1/t51.2885-15/s320x320/e15/28754009_740871176112522_5741423650347679744_n.jpg;0;380;https://www.instagram.com/p/BgC3JbrB_37/;;0;4;;"¡Una mujer puedes ser todo lo que quiera! Es más, podemos ser mil mujeres en una. 
Feliz Día Para Todas";leonisa
1406;1;7/03/2018 8:15:15 p.m.;Normal;https://scontent.cdninstagram.com/vp/7a9399cd4bdcfb7c6fd5df48ac8f89e3/5B3D9E47/t51.2885-15/s320x320/e35/28435271_818688318332000_3485267580183117824_n.jpg;0;1286;https://www.instagram.com/p/BgCPjgNBivr/;;0;120;;Celebremos las mujeres de nuestra vida... Menciona esa amiga que siempre está para escucharte.;leonisa
1043;1;7/03/2018 1:09:18 a.m.;Normal;https://scontent.cdninstagram.com/vp/4f33d721a33bc34cb269f63119d745d7/5B4F1DCE/t51.2885-15/s320x320/e35/28427208_1743211379106014_8281176458311761920_n.jpg;0;1040;https://www.instagram.com/p/BgAMaSChgMI/;;0;3;;Esta semana está llena de razones para celebrar nuestra razón de ser, las mujeres. Porque somos mil mujeres en una.;leonisa
636;1;6/03/2018 1:22:22 a.m.;Normal;https://scontent.cdninstagram.com/vp/7f247e0d11f7e15d386c66025074e0c9/5B4B7595/t51.2885-15/s320x320/e35/28158801_155237118508296_7448336347762262016_n.jpg;0;632;https://www.instagram.com/p/Bf9pHF3Byc-/;;0;4;leonisa;"Tropical Vibes 🍍 Se acercan las vacaciones ¿Estás lista?

Descubre la nueva colección de vestidos de baño en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
653;1;5/03/2018 2:20:44 a.m.;Normal;https://scontent.cdninstagram.com/vp/40a64b9ac8b23b6859d5136e9204678b/5B2A12E8/t51.2885-15/s320x320/e35/28751552_344811459364073_4730485926231277568_n.jpg;0;647;https://www.instagram.com/p/Bf7K_wfBNSd/;;0;6;leonisa;"• Golden Summer • Brilla en tus vacaciones con un nuevo bikini. 
Conoce la última colección Swimwear en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
911;1;4/03/2018 1:43:41 a.m.;Normal;https://scontent.cdninstagram.com/vp/1681b49d236334cbb6168640c2d9660c/5B47F4AB/t51.2885-15/s320x320/e35/28429419_161794174535022_4196451775705776128_n.jpg;0;903;https://www.instagram.com/p/Bf4h9fwhlFS/;;0;8;leonisa;"Scape to paradise 🌴
Nueva colección Swimwear en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
929;1;3/03/2018 1:44:07 a.m.;Normal;https://scontent.cdninstagram.com/vp/9614f6ae835f22c7b69ea9a1d7e9b821/5B347E3F/t51.2885-15/s320x320/e35/28427097_1506038776171950_2221056832917471232_n.jpg;0;921;https://www.instagram.com/p/Bf19Ntfh5WZ/;;0;8;leonisa;"Are you ready for the summer? Prepárate para las vacaciones con nuestra nueva colección de vestidos de baño. 
Hay uno perfecto para ti en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
1384;1;2/03/2018 1:54:15 a.m.;Normal;https://scontent.cdninstagram.com/vp/197c74d1a91d6b6b6686c6424965ec93/5B37181E/t51.2885-15/s320x320/e35/28434483_159531558038683_2563435476677558272_n.jpg;0;1368;https://www.instagram.com/p/BfzZlFDhp8K/;;0;16;leonisa;"Los mejores días, son los días de sol... Vive el verano con un nuevo look Swimwear.

Nuevos bikinis y enterizos en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
846;1;1/03/2018 1:27:13 a.m.;Normal;https://scontent.cdninstagram.com/vp/5c87b5d0200b8b35344c29248de17771/5B2E60C7/t51.2885-15/s320x320/e35/28430327_2107821365894572_2219548908554551296_n.jpg;0;838;https://www.instagram.com/p/BfwxsL_h_HN/;;0;8;;¡Porque sabemos que te encanta! La nueva colección Swimwear está lista para ti... Conócela en nuestro catálogo, tiendas Leonisa y tienda Online.;leonisa
1043;1;28/02/2018 1:56:19 a.m.;Normal;https://scontent.cdninstagram.com/vp/76682b82245a9ee91166721435dd3520/5B475AEA/t51.2885-15/s320x320/e35/28429016_440566419693716_7179907428702486528_n.jpg;0;1029;https://www.instagram.com/p/BfuQOfThjMW/;;0;14;;"Stripes Trend!
Descubre nuestra nueva colección de ropa exterior ¡Exclusiva de nuestro catálogo!";leonisa
1648;1;27/02/2018 1:40:22 a.m.;Normal;https://scontent.cdninstagram.com/vp/4064782a3ee8cc73a84952425c6130ad/5B498286/t51.2885-15/s320x320/e35/28158683_162921700943895_5274528965464162304_n.jpg;0;1628;https://www.instagram.com/p/BfrpmwwBaBb/;;0;20;leonisa;Bralettes tan lindos que serán los protagonistas de tu outfit... La nueva colección espera por ti en nuestro catálogo, tiendas Leonisa y tienda Online.  #leonisa;leonisa
866;1;26/02/2018 1:36:21 a.m.;Normal;https://scontent.cdninstagram.com/vp/e96baefcbd6ab4483ea41ac7ee43c7ad/5B28A893/t51.2885-15/s320x320/e35/28154620_972355706246337_4324660122904166400_n.jpg;0;861;https://www.instagram.com/p/BfpEWhuh_87/;;0;5;leonisa;"New bralettes for everyday! 
Descubre la nueva colección en nuestro catálogo, tiendas Leonisa y tienda Online.  #leonisa";leonisa
1193;1;25/02/2018 1:35:20 a.m.;Normal;https://scontent.cdninstagram.com/vp/418555c9f76b3c10e68e09472f290edb/5B4554DB/t51.2885-15/s320x320/e35/27891991_1988530634732929_770212297598566400_n.jpg;0;1188;https://www.instagram.com/p/BfmfcL_h9Rm/;;0;5;leonisa;"Blue & Lace for Tonight!
Descubre tu lado más sexy con nuevos looks, atrévete a hacer algo diferente y a usar colores que no has usado antes. #leonisa";leonisa
373;1;24/02/2018 12:23:54 a.m.;Normal;https://scontent.cdninstagram.com/vp/0d0743282446b6c4b232a6501b05f5be/5AB34609/t51.2885-15/s320x320/e15/27891246_1789160668056001_4215669241799507968_n.jpg;0;368;https://www.instagram.com/p/BfjyLEAhv04/;;0;5;leonisa;Lleva el estilo del verano a tu ropa interior. Nuevos bralettes y panties de encaje, con colores hermosos que no habías visto antes. #leonisa;leonisa
671;1;23/02/2018 1:47:04 a.m.;Normal;https://scontent.cdninstagram.com/vp/9305422a78bfaf72f25af8ac89028528/5B36C547/t51.2885-15/s320x320/e35/28153146_1862975987108887_8091465764277583872_n.jpg;0;671;https://www.instagram.com/p/BfhXMZDBWgt/;;0;0;leonisa;"Los básicos que adoras, ahora tienen todo el color y estilo que te encantan. 
Desliza para ver el detrás de cámaras de la nueva colección 📷. #leonisa";leonisa
757;1;22/02/2018 1:29:28 a.m.;Normal;https://scontent.cdninstagram.com/vp/c9880ce0a0d9cdd23c0f23d6a74a79d2/5B3A6B6D/t51.2885-15/s320x320/e35/27879751_563944823969823_3163492538787037184_n.jpg;0;752;https://www.instagram.com/p/BfewYkihUTY/;;0;5;leonisa;"Básicamente perfecta! La comodidad no significa renunciar al estilo. 
Encuentra los nuevos bralettes de encaje en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
2146;1;21/02/2018 1:56:51 a.m.;Normal;https://scontent.cdninstagram.com/vp/1e7244f2d249e21aa47c2cd52240b667/5B34FBB7/t51.2885-15/s320x320/e35/27893997_288236358372754_8618672540300083200_n.jpg;0;2131;https://www.instagram.com/p/BfcOuTABnDB/;;0;15;leonisa;NEW COLLECTION! Si tu estilo es fresco y cómodo, la nueva colección de bralettes es para ti. Enamórate del encaje y los detalles en tus bras. #leonisa;leonisa
457;1;20/02/2018 1:53:44 a.m.;Normal;https://scontent.cdninstagram.com/vp/cda5a51ebfbd33be5c37900a26ffc221/5AB3054D/t51.2885-15/s320x320/e15/28155650_1998032220470918_202260751681847296_n.jpg;0;454;https://www.instagram.com/p/BfZpGupB5wu/;;0;3;leonisa;"No sabemos qué nos gusta más de este bralette, el color o la silueta, lo que sí sabemos es que no tienes nada así y te va a encantar.

Conoce la nueva colección en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
865;1;19/02/2018 12:48:57 a.m.;Normal;https://scontent.cdninstagram.com/vp/a6e6484e8c71578f0dc0f517d523f1d2/5B3A2D97/t51.2885-15/s320x320/e35/27879610_226935997866454_7428717899226808320_n.jpg;0;861;https://www.instagram.com/p/BfW9XJ5hvmp/;;0;4;leonisa;"New colors of the season! 
Los bralettes son perfectos para ser vistos, úsalos en nuevos colores, te encantarán. #leonisa";leonisa
716;1;17/02/2018 1:46:28 a.m.;Normal;https://scontent.cdninstagram.com/vp/b4e2f1ad6009e557f9820d9a36235085/5B2E2A5F/t51.2885-15/s320x320/e35/27893925_754007388129112_431744406245081088_n.jpg;0;712;https://www.instagram.com/p/BfR6WvPBKq7/;;0;4;leonisa;"Friday attitude ON! 
No te pierdas ni un detalle del detrás de cámaras de nuestra nueva colección. #leonisa";leonisa
699;1;16/02/2018 12:05:27 a.m.;Normal;https://scontent.cdninstagram.com/vp/202d89be6c427aaeb8b25e7a8891ac81/5B75968C/t51.2885-15/s320x320/e35/27576266_171058980183979_8888225628394881024_n.jpg;0;696;https://www.instagram.com/p/BfPJ_8HhWk1/;;0;3;leonisa;"New basics not so basics! 
Dale a tus básicos un toque diferente con los colores y encajes infaltables esta temporada. 
Nueva colección disponible en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
202;1;15/02/2018 12:52:00 a.m.;Normal;https://scontent.cdninstagram.com/vp/11e8d3b306505afac86e925f119be852/5AB3357D/t51.2885-15/s320x320/e15/27581392_169332593853195_1014847900997386240_n.jpg;0;200;https://www.instagram.com/p/BfMqSnyhYEC/;;0;2;leonisa,entreamigas;Empoderadas, conscientes, seguras... Entre Amigas es una noche para despertar nuestro poder interior, una invitación a conocernos y explorar todas nuestras armas de seducción. #leonisa #EntreAmigas;leonisa
377;1;14/02/2018 1:09:49 a.m.;Normal;https://scontent.cdninstagram.com/vp/3bc60492dc6bba2d0705b1c1fa34e8d7/5AB39B3F/t51.2885-15/s320x320/e15/28150789_2448802325344051_4399690607405039616_n.jpg;0;373;https://www.instagram.com/p/BfKHWrnBJwN/;;0;4;leonisa;Nada más mágico que dejarse llevar y seducir a tu manera. Entre Amigas vivimos una noche única, donde aprendimos a expresarnos con el poder de nuestra seducción. #leonisa;leonisa
422;1;13/02/2018 12:50:54 a.m.;Normal;https://scontent.cdninstagram.com/vp/51533333943ecff1af56a362b167ff8c/5B3313DE/t51.2885-15/s320x320/e35/28151806_414928118941688_3062830728845721600_n.jpg;0;421;https://www.instagram.com/p/BfHg0MDB53L/;;0;1;leonisa,entreamigas;¿Qué te imaginas que pasó en nuestro evento? Te contamos un poco, fue una experiencia única de seducción, complicidad y asesoría con las mejores prendas. #EntreAmigas #Leonisa;leonisa
233;1;12/02/2018 6:06:27 p.m.;Normal;https://scontent.cdninstagram.com/vp/9f41a178aaee734a242bf431bb0a8c9b/5AB3523B/t51.2885-15/s320x320/e15/27879372_2325030817522597_1948415104991100928_n.jpg;0;230;https://www.instagram.com/p/BfGyAC8B5qq/;;0;3;leonisa;Vivimos una noche donde no hablamos con palabras, hablamos con la seducción... una noche donde descubrimos que podemos sacar lo mejor de cada una, siendo auténticas y seduciendo a nuestra manera. #leonisa;leonisa
1012;1;12/02/2018 1:30:21 a.m.;Normal;https://scontent.cdninstagram.com/vp/81561715fe4c62c06e7d6fecaf3664f2/5B4CDBDF/t51.2885-15/s320x320/e35/27879743_217550365488908_8888279006248435712_n.jpg;0;1008;https://www.instagram.com/p/BfFAiVGBf9O/;;0;4;;La seducción no es un momento, es una actitud. Entre amigas nos entendemos, de mujer a mujer.;leonisa
333;1;10/02/2018 2:05:49 a.m.;Normal;https://scontent.cdninstagram.com/vp/b3284c164fece13fbddb72e05301e37f/5B370411/t51.2885-15/s320x320/e35/27877643_148424192490180_4776361545661677568_n.jpg;0;330;https://www.instagram.com/p/Be_7AXEBhdT/;;0;3;leonisa;Entre amigas se comparten momentos de complicidad única, así vivimos una experiencia inolvidable llena de sensaciones. #leonisa;leonisa
962;1;9/02/2018 1:46:00 a.m.;Normal;https://scontent.cdninstagram.com/vp/c29314c22c5bef2bfa2b9d11126c575d/5B49279B/t51.2885-15/s320x320/e35/27878146_288261931704059_1937279856815374336_n.jpg;0;957;https://www.instagram.com/p/Be9T8Vkh8tr/;;0;5;leonisa;• Feel the vibes •  El encanto del caribe y el color de las flores están en nuestra nueva colección. Encuéntrala en nuestras tiendas, catálogo y tienda Online. #leonisa;leonisa
1445;1;8/02/2018 12:54:15 a.m.;Normal;https://scontent.cdninstagram.com/vp/e3e59d430fa4c97a5603caece9de3a08/5B36B0E3/t51.2885-15/s320x320/e35/26868477_1763157173979697_1081284112989290496_n.jpg;0;1439;https://www.instagram.com/p/Be6pOaRBrZK/;;0;6;leonisa;Este será tu nuevo look favorito. Dale un toque de color y estilo a tus outfit con los nuevos bralettes florales, hechos para ser vistos. #leonisa;leonisa
735;1;7/02/2018 1:20:47 a.m.;Normal;https://scontent.cdninstagram.com/vp/41d0a19f11fc692f64abecf26f9fe900/5B450C52/t51.2885-15/s320x320/e35/27580041_1606041416155543_2302680397160382464_n.jpg;0;732;https://www.instagram.com/p/Be4Hdz0BVfa/;;0;3;leonisa;"Cámara, luces y sol ✨ Desliza para ver más.
Caribbean Vibes backstage moments. #leonisa";leonisa
452;1;6/02/2018 12:00:24 a.m.;Normal;https://scontent.cdninstagram.com/vp/582e069b4245fbaa17d5f6a6a3fe1e5d/5AB31237/t51.2885-15/s320x320/e15/26866557_362786184196922_3254216490190110720_n.jpg;0;443;https://www.instagram.com/p/Be1ZROrBI4t/;;0;9;leonisa;Contágiate de la magia del caribe con la inspiración floral de nuestra nueva colección, ropa exterior exclusiva en nuestro catálogo. #leonisa;leonisa
1047;1;4/02/2018 12:56:22 a.m.;Normal;https://scontent.cdninstagram.com/vp/89c0b61565f2b63d325cdae9bdde83c0/5B29045C/t51.2885-15/s320x320/e35/26871380_131850674294201_3415249730538569728_n.jpg;0;1041;https://www.instagram.com/p/BewWSXHBUpk/;;0;6;leonisa;Have fun with prints! Enamórate de los estampados  hermosos de la nueva colección. #leonisa;leonisa
363;1;3/02/2018 1:41:07 a.m.;Normal;https://scontent.cdninstagram.com/vp/c60fd32b143908c41a2f58efbe7849fb/5AB33BCB/t51.2885-15/s320x320/e15/26865559_195910880992303_1259316095160942592_n.jpg;0;363;https://www.instagram.com/p/BetzvRJBKWx/;;0;0;leonisa;"Inspírate con los colores del caribe.

Nueva colección Caribbean Vibes en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
1094;1;2/02/2018 2:04:57 a.m.;Normal;https://scontent.cdninstagram.com/vp/a3eaea0c74699578e154e1d846ff4cbc/5B4D3E57/t51.2885-15/s320x320/e35/26867230_403252640126652_2121177591787290624_n.jpg;0;1089;https://www.instagram.com/p/BerUi8rBoWZ/;;0;5;leonisa;"Hello paradise! 
Qué tal los prints florales para llenar de color tus días. 
Nueva colección Caribbean Vibes en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
637;1;1/02/2018 1:46:53 a.m.;Normal;https://scontent.cdninstagram.com/vp/130971e710391e4f8343cf7e6fd1846f/5AB35BE6/t51.2885-15/s320x320/e15/26863165_205904776656638_5897831846573506560_n.jpg;0;633;https://www.instagram.com/p/BeotrzPhMIN/;;0;4;comotúninguna,leonisa;Naturalmente tú, nada se compara con tu esencia y tu mezcla única de emociones. #leonisa #ComoTúNinguna;leonisa
1351;1;31/01/2018 1:33:33 a.m.;Normal;https://scontent.cdninstagram.com/vp/5b751570716e4cffc208fe71d8fcb2a9/5B376DF4/t51.2885-15/s320x320/e35/26350109_405630676561778_8093962248378122240_n.jpg;0;1333;https://www.instagram.com/p/BemHXOihuSB/;;0;18;leonisa;"Escápate a un paraiso floral, con colores y siluetas radiantes. 
Vístete de verano con la nueva colección de ropa exterior exclusiva en nuestro catálogo. #leonisa";leonisa
2313;1;30/01/2018 2:11:11 a.m.;Normal;https://scontent.cdninstagram.com/vp/12cf681c65f997f8e0e2cad29b2d162a/5B331806/t51.2885-15/s320x320/e35/27576060_189154441831194_7907328992900808704_n.jpg;0;2293;https://www.instagram.com/p/Bejm3_GBtkQ/;;0;20;leonisa;"Lleva el color del verano en tu interior y atrévete a combinar flores con encaje. 
Si esto te gusta lo que viene que encantará. #leonisa";leonisa
525;1;29/01/2018 12:54:08 a.m.;Normal;https://scontent.cdninstagram.com/vp/cd033cfef776ff7f7dcc37a32a8e9941/5B416243/t51.2885-15/s320x320/e35/26872104_815638368624400_8949386035704365056_n.jpg;0;520;https://www.instagram.com/p/Beg5QviBMuJ/;;0;5;leonisa;"🍃Frescura y color... la combinación perfecta para tu interior.
Nueva colección Caribbean Vibes disponible en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
1909;1;28/01/2018 2:13:52 a.m.;Normal;https://scontent.cdninstagram.com/vp/6384626b8da84df4585a6389daf1bb9e/5B2FC678/t51.2885-15/s320x320/e35/26867595_142615713095810_4579346168818958336_n.jpg;0;1895;https://www.instagram.com/p/Beedl-DhGlV/;;0;14;leonisa;"Crea tu propio paraíso, con colores y estampados que te hagan vibrar. 
Nueva colección en nuestras tiendas, catálogo y tienda Online. #leonisa";leonisa
902;1;27/01/2018 1:35:22 a.m.;Normal;https://scontent.cdninstagram.com/vp/3945343dbe25fbdd7af2066e769f8492/5B440134/t51.2885-15/s320x320/e35/26868297_531892770515356_2959796915841007616_n.jpg;0;894;https://www.instagram.com/p/Beb0Y_pB0Po/;;0;8;leonisa;Let’s start the challenge 🏃🏼‍♀️ Nueva colección deportiva en nuestras tiendas, catálogo y tienda online. #leonisa;leonisa
356;1;26/01/2018 1:21:33 a.m.;Normal;https://scontent.cdninstagram.com/vp/e284f4213201a7757a9541830cb2a71c/5AB3A7C0/t51.2885-15/s320x320/e15/26186766_377705209359241_8779594339132112896_n.jpg;0;354;https://www.instagram.com/p/BeZNUyshgVj/;;0;2;leonisa;"Muévete, libérate, disfruta del proceso. 
Acércate a tus metas con el look deportivo perfecto. #leonisa";leonisa
1427;1;25/01/2018 1:52:09 a.m.;Normal;https://scontent.cdninstagram.com/vp/93235c05d9bc98268c8d624b14d3e6e7/5B2C1D27/t51.2885-15/s320x320/e35/26276237_377896809339484_2391329084790538240_n.jpg;0;1421;https://www.instagram.com/p/BeWsuK0hRn5/;;0;6;leonisa;Bras, tops, shorts y más... Encuentra tu outfit deportivo completo en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa;leonisa
530;1;23/01/2018 11:36:51 p.m.;Normal;https://scontent.cdninstagram.com/vp/033f633e38bb3565170b03931f3f22b0/5B4D7045/t51.2885-15/s320x320/e35/26308846_176184519818227_4125299728277569536_n.jpg;0;527;https://www.instagram.com/p/BeT4cZ3BCYd/;;0;3;leonisa;"Feel Strong! Después de empezar tu meta será cada vez más fácil. 
Encuentra todo tu look deportivo en nuestro catálogo, tiendas Leonisa y tienda Online . #leonisa";leonisa
466;1;23/01/2018 1:45:37 a.m.;Normal;https://scontent.cdninstagram.com/vp/e9c2de776150caedc014f34b89abffd4/5AB38361/t51.2885-15/s320x320/e15/26227088_2052010841700310_1684576140171149312_n.jpg;0;462;https://www.instagram.com/p/BeRiKVXhvPB/;;0;4;leonisa;"Si uno de tus propósitos este año es ser más activa, comienza por elegir el Bra ideal para moverte con libertad y soporte.
Nueva colección deportiva en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
1103;1;22/01/2018 12:12:20 a.m.;Normal;https://scontent.cdninstagram.com/vp/377279f838e284320d0e5f0c31be231c/5B35B366/t51.2885-15/s320x320/e35/26397213_186024198811687_8719777943053664256_n.jpg;0;1091;https://www.instagram.com/p/BeOy6jfhrx5/;;0;12;leonisa;"¡Actívate, empieza hoy! Nada mejor para motivar tus días que un nuevo Bra Deportivo. 
Conoce la nueva colección en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
524;1;21/01/2018 1:45:46 a.m.;Normal;https://scontent.cdninstagram.com/vp/e8f3bc552e6c7a532a80e4266d0cbf20/5AB34B27/t51.2885-15/s320x320/e15/26180796_1951874468398640_4472128026875789312_n.jpg;0;521;https://www.instagram.com/p/BeMYscdh9Pr/;;0;3;leonisa;"Let’s have a bright new year! 
Nueva colección con toques dorados, para ponerle brillo a tus días. #leonisa";leonisa
767;1;20/01/2018 1:16:39 a.m.;Normal;https://scontent.cdninstagram.com/vp/09a7ee3cddf0e0c6b36b8a63c3d6b67b/5B3ED5FD/t51.2885-15/s320x320/e35/26151622_176579309615291_311545610413015040_n.jpg;0;764;https://www.instagram.com/p/BeJwr4LB7w8/;;0;3;leonisa;"Consiéntete con lo que te encanta. Comienza este año renovada.

La nueva colección te espera en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
3268;1;19/01/2018 2:10:15 a.m.;Normal;https://scontent.cdninstagram.com/vp/6319443ebb156174c5d7459d899e4d33/5B3FAE02/t51.2885-15/s320x320/e35/26367929_333663523796323_6487507285533786112_n.jpg;0;3214;https://www.instagram.com/p/BeHSBiMBXay/;;0;54;leonisa;¿Quiénes aman los strapless? ❤️ Para todos tus looks tenemos los Bras perfecto, renuévate con nuevos colores y siluetas. #leonisa;leonisa
781;1;18/01/2018 1:30:42 a.m.;Normal;https://scontent.cdninstagram.com/vp/e89b118d61cbe49f2c2b0a0fdc47c189/5AB432D7/t51.2885-15/s320x320/e15/26227080_331524410687451_8430885544937914368_n.jpg;0;772;https://www.instagram.com/p/BeEoS-JhjQ8/;;0;9;leonisa;"Y si empiezas de cero... sin miedo a los cambios, usando nuevos colores, dejándote llevar. 
Renuévate con todo lo que tenemos en nuestro catálogo, tiendas Leonisa y Tienda Online. #leonisa";leonisa
1982;1;17/01/2018 2:10:28 a.m.;Normal;https://scontent.cdninstagram.com/vp/f78de65549d88bac09a22b9b5933554e/5B49D858/t51.2885-15/s320x320/e35/26153587_533323537039100_4861366443167449088_n.jpg;0;1966;https://www.instagram.com/p/BeCIdVxBphb/;;0;16;;Básicos infaltables en tu clóset. ¡Renueva tus favoritos!;leonisa
586;1;16/01/2018 12:56:42 a.m.;Normal;https://scontent.cdninstagram.com/vp/c4c63a3d1dc1c68eb2a11d2ed98c8752/5B2EB3E1/t51.2885-15/s320x320/e35/26227694_143859076262654_8014610343877672960_n.jpg;0;583;https://www.instagram.com/p/Bd_bOQ4B0SY/;;0;3;leonisa;"Empieza año renovada desde tu interior. Vuelve a ti, a lo básico y recárgate. 
Descubre todo lo nuevo en nuestro catálogo, tiendas Leonisa y tienda Online. #leonisa";leonisa
799;1;14/01/2018 6:46:04 p.m.;Normal;https://scontent.cdninstagram.com/vp/88bf722eae14da95109f56d70e0c3ef2/5B474142/t51.2885-15/s320x320/e35/26228755_325476034610223_8637338906255163392_n.jpg;0;789;https://www.instagram.com/p/Bd8MAuxBosW/;;0;10;comotúninguna,leonisa;No trates de parecerte a nadie... Sé tal y como quieres, descubre el poder interior que hay en ti, cuando te amas y aceptas. #leonisa #ComoTúNinguna;leonisa
